,Total_No_Invoice_Generated,Total_No_of_Items,Total_Spend,Recency
1980,3,954,1744.76,78
1981,2,364,553.36,46
1982,1,520,1109.53,179
1983,2,269,982.07,93
1984,3,491,1043.41,9
1985,1,431,735.67,105
1986,1,447,773.03,77
1987,1,571,880.85,172
1988,4,389,895.61,212
1989,5,190,504.8,22
1990,1,38,88.2,256
1991,1,470,306.94,281
1992,2,460,1160.07,21
1993,6,1359,2420.84,10
1994,1,208,381.32,308
1995,1,346,480.71,67
1996,2,135,457.81,215
1997,4,1079,1370.6,103
1998,1,120,219.39,42
1999,1,170,248.08,4
2000,1,343,410.48,84
2001,3,80,876.0,333
2002,2,241,317.53,8
2003,2,329,703.36,31
2004,2,635,993.54,196
2005,7,1211,2298.93,18
2006,5,1181,1422.52,17
2007,6,169,319.5,311
2008,4,499,1300.25,141
2009,1,131,484.95,245
2010,4,246,996.1,23
2011,3,710,1567.48,29
2012,1,157,340.11,18
2013,4,648,1352.75,17
2014,5,1948,1551.78,14
2015,1,88,266.4,245
2016,1,296,358.82,133
2017,2,199,457.72,50
2018,3,800,1633.78,114
2019,2,1195,2199.31,7
2020,2,233,184.19,22
2021,1,251,406.53,65
2022,4,1343,1471.0,60
2023,1,197,330.11,169
2024,5,679,977.93,18
2025,3,680,982.42,127
2026,8,887,1387.99,14
2027,1,43,139.05,239
2028,4,776,1286.7,2
2029,2,208,178.96,239
2030,7,1572,2354.25,52
2031,1,365,498.74,46
2032,1,150,259.45,225
2033,4,756,1194.73,4
2034,2,1473,1327.16,164
2035,1,366,623.5,240
2036,1,187,301.29,10
2037,1,128,520.8000000000001,133
2038,1,198,329.25,31
2039,1,89,254.28,75
2040,3,597,961.49,1
2041,1,198,401.4,45
2042,1,84,158.16,357
2043,2,186,304.47,18
2044,3,351,824.58,68
2045,1,160,487.75,373
2046,1,65,158.8,320
2047,1,52,106.56,25
2048,1,290,1289.5,331
2049,5,1610,1609.05,8
2050,1,145,135.75,322
2051,1,454,224.14,71
2052,1,30,40.5,260
2053,5,1938,2206.95,18
2054,1,36,87.5,367
2055,3,544,689.4799999999999,66
2056,2,253,622.85,154
2057,2,199,402.2,29
2058,1,666,310.62,70
2059,2,215,411.41,14
2060,3,918,1044.32,119
2061,1,144,499.32,60
2062,3,469,1079.61,10
2063,2,120,193.64,92
2064,4,396,1268.7,59
2065,5,1210,1236.54,87
2066,6,1753,1827.8,25
2067,1,258,316.58,357
2068,2,378,653.24,85
2069,4,162,420.3,10
2070,5,316,870.12,1
2071,1,228,331.18,225
2072,2,240,894.4100000000001,60
2073,1,36,101.8,241
2074,2,272,328.35,318
2075,8,1254,1661.44,1
2076,3,225,734.94,46
2077,1,28,96.6,87
2078,1,45,305.75,176
2079,6,1393,1778.96,51
2080,1,43,403.25,366
2081,1,440,585.0,318
2082,2,213,755.75,225
2083,2,152,322.08,358
2084,1,226,409.4,234
2085,1,71,154.41,310
2086,5,750,1219.4,36
2087,2,351,429.6,239
2088,2,686,612.06,113
2089,1,196,197.0,276
2090,1,269,321.05,298
2091,4,1071,1412.32,1
2092,3,692,1071.99,29
2093,2,594,780.59,10
2094,5,1369,1706.57,44
2095,8,1817,1741.44,66
2096,1,185,316.68,74
2097,2,405,631.57,65
2098,3,1784,2515.84,134
2099,2,247,514.15,238
2100,1,160,356.0,122
2101,2,522,740.78,36
2102,5,866,918.2,16
2103,1,275,300.36,127
2104,1,489,890.85,66
2105,1,55,98.45,148
2106,1,46,317.15,283
2107,2,142,623.16,168
2108,7,885,1810.77,100
2109,1,270,254.82,135
2110,1,73,178.95000000000002,323
2111,1,89,156.51,106
2112,1,265,393.74,64
2113,2,612,1506.12,151
2114,1,18,119.3,338
2115,5,944,1717.36,22
2116,1,26,408.8,23
2117,7,1521,2379.49,15
2118,2,310,721.94,57
2119,2,619,716.57,4
2120,1,498,615.14,37
2121,1,61,128.63,66
2122,1,205,255.9,46
2123,1,189,290.51,354
2124,1,154,113.12,172
2125,1,55,240.55,49
2126,2,433,486.69,22
2127,5,775,2306.52,43
2128,3,1008,939.78,29
2129,1,55,178.39,201
2130,3,292,641.94,10
2131,1,292,496.44,64
2132,1,248,574.02,290
2133,8,104,694.4000000000001,60
2134,3,810,1174.35,64
2135,1,37,205.3,95
2136,1,175,310.47,274
2137,4,516,924.85,75
2138,1,313,327.97,199
2139,2,862,570.5,64
2140,1,642,312.62,3
2141,1,175,204.5,283
2142,1,326,267.13,44
2143,3,1181,2748.31,70
2144,1,416,679.68,85
2145,1,231,161.74,103
2146,1,386,311.71,333
2147,1,116,208.75,52
2148,3,486,1049.7,39
2149,2,1312,714.96,32
2150,4,652,1661.06,366
2151,1,344,1028.56,208
2152,3,273,350.82,156
2153,1,79,170.22,53
2154,2,416,574.07,66
2155,1,812,2020.52,80
2156,1,283,406.09,129
2157,1,84,364.5,87
2158,3,116,563.94,0
2159,1,81,393.54,45
2160,1,144,252.42,332
2161,1,130,201.6,366
2162,1,84,158.04,72
2163,2,321,463.91,158
2164,1,51,115.65,373
2165,7,742,1934.66,12
2166,2,341,770.12,254
2167,2,45,277.05,29
2168,1,223,427.93,39
2169,1,336,418.92,361
2170,1,144,326.0,372
2171,2,493,913.19,95
2172,7,1084,2314.32,25
2173,2,621,602.51,75
2174,4,1057,1877.59,57
2175,1,230,446.94000000000005,21
2176,7,830,2386.05,40
2177,1,126,168.0,128
2178,3,615,1221.56,40
2179,5,376,1690.2600000000002,8
2180,2,171,596.85,213
2181,2,596,642.41,169
2182,1,161,316.88,40
2183,1,446,394.14,186
2184,1,88,140.54,270
2185,4,1277,1535.53,4
2186,2,150,231.86,16
2187,4,910,2183.54,9
2188,1,17,107.45,325
2189,1,122,288.18,112
2190,1,20,94.0,289
2191,2,769,1345.53,16
2192,3,611,815.77,1
2193,5,390,716.2,92
2194,2,694,626.77,148
2195,1,193,349.1,189
2196,2,254,510.71,31
2197,4,552,1046.74,33
2198,1,106,267.18,264
2199,8,1200,3450.84,84
2200,4,529,1348.93,26
2201,1,108,190.53,171
2202,3,442,759.9000000000001,9
2203,1,551,559.61,313
2204,1,284,508.8,85
2205,1,230,135.86,24
2206,4,500,950.36,58
2207,2,38,97.7,323
2208,1,101,43.5,38
2209,2,554,383.34,254
2210,1,102,93.78,15
2211,2,380,397.35,26
2212,1,65,171.19,23
2213,2,534,533.3,213
2214,5,647,1041.48,8
2215,1,54,149.29,22
2216,1,79,200.16,262
2217,1,59,156.57999999999998,131
2218,3,197,383.68,54
2219,1,120,594.0,248
2220,1,58,113.5,264
2221,1,85,155.17,330
2222,1,232,494.64,312
2223,3,812,974.52,26
2224,1,376,429.84,30
2225,3,280,528.48,29
2226,1,86,179.1,362
2227,3,633,434.59,283
2228,1,132,237.07,262
2229,1,156,161.64,25
2230,1,107,214.26,354
2231,3,172,234.6,94
2232,1,106,126.14,29
2233,1,348,1044.65,338
2234,1,246,334.53,85
2235,3,310,524.88,9
2236,2,155,467.51,51
2237,2,153,538.55,50
2238,1,256,454.48,2
2239,1,251,371.56,113
2240,7,672,1771.2,14
2241,1,319,454.11,77
2242,2,575,1399.92,40
2243,1,303,905.5,116
2244,4,291,225.26,161
2245,3,1281,2564.5,30
2246,3,608,1134.28,22
2247,6,1645,3085.09,95
2248,2,483,659.4599999999999,28
2249,2,1139,1280.58,21
2250,2,624,1262.2,17
2251,4,572,1131.56,8
2252,1,70,141.04,362
2253,1,33,52.83,81
2254,3,842,972.08,22
2255,1,160,475.86,171
2256,6,440,1000.27,189
2257,5,269,900.53,11
2258,2,68,121.0,155
2259,3,27,62.43,44
2260,1,293,267.03,233
2261,8,1263,1921.55,64
2262,1,314,343.5,1
2263,8,1836,3000.2,40
2264,2,572,397.99,32
2265,1,132,412.0100000000001,84
2266,3,387,734.37,2
2267,2,24,148.44,33
2268,8,991,2428.53,18
2269,1,123,229.33,254
2270,4,938,1497.31,21
2271,3,289,807.57,19
2272,4,135,502.9,173
2273,1,29,110.92,163
2274,1,410,538.46,7
2275,1,200,213.3,11
2276,1,49,85.13000000000001,114
2277,1,86,127.86,288
2278,2,162,288.97,54
2279,3,694,1681.46,77
2280,4,295,575.63,4
2281,1,218,436.06,36
2282,1,60,90.12,217
2283,1,449,428.93,60
2284,1,74,217.2,277
2285,1,236,279.77,24
2286,1,213,468.91,28
2287,4,267,800.59,11
2288,4,1501,1400.44,22
2289,2,60,173.16,50
2290,1,223,186.01,18
2291,3,461,758.29,2
2292,5,666,1375.71,103
2293,4,264,650.4300000000001,11
2294,2,355,591.1899999999999,31
2295,4,332,675.64,177
2296,1,394,921.37,37
2297,3,89,258.88,151
2298,1,52,127.1,162
2299,2,117,327.6,68
2300,3,453,682.9100000000001,24
2301,4,313,720.86,23
2302,1,320,455.3,176
2303,4,312,913.68,50
2304,3,243,478.53,255
2305,1,354,388.58,46
2306,1,60,199.8,70
2307,5,983,1771.78,15
2308,5,561,1406.59,100
2309,1,279,324.57,35
2310,1,160,240.68,53
2311,2,718,761.74,26
2312,1,96,48.48,78
2313,1,159,216.39,52
2314,5,441,1198.23,36
2315,1,202,104.76,336
2316,4,714,1093.68,28
2317,1,148,298.48,184
2318,1,66,112.46,51
2319,2,51,180.15,36
2320,4,454,776.851,32
2321,1,136,336.40000000000003,10
2322,3,915,1553.18,56
2323,4,501,1293.03,4
2324,1,125,301.03,141
2325,4,357,588.13,116
2326,4,1188,1534.26,103
2327,2,766,675.8,74
2328,2,800,1186.35,45
2329,1,99,243.55,17
2330,2,284,724.76,89
2331,1,128,223.36,52
2332,1,323,425.32,134
2333,4,1562,1887.2,105
2334,3,246,664.0,191
2335,1,256,612.01,18
2336,3,394,447.64,157
2337,2,218,639.5,204
2338,2,192,816.0,336
2339,3,479,646.3,36
2340,1,208,337.74,91
2341,2,1200,877.4399999999999,92
2342,2,474,907.53,9
2343,1,324,560.67,243
2344,4,343,748.5,45
2345,5,242,1024.1,190
2346,1,111,306.45,43
2347,2,236,309.8,317
2348,1,106,138.14,106
2349,1,157,386.43,50
2350,2,1654,2222.21,168
2351,1,240,301.32,39
2352,4,342,684.34,40
2353,1,91,173.05,296
2354,7,1697,2627.13,18
2355,4,1451,2726.23,88
2356,5,1275,2446.6,73
2357,3,527,323.69,81
2358,1,319,657.23,49
2359,1,184,352.7,52
2360,4,1170,781.28,24
2361,3,952,1333.68,9
2362,5,816,1426.16,25
2363,1,131,193.75,117
2364,2,84,254.1,119
2365,2,408,239.76,4
2366,1,72,136.8,252
2367,1,138,191.04,28
2368,2,212,409.98,266
2369,8,1015,2711.11,33
2370,1,113,309.65,17
2371,2,357,696.68,172
2372,1,66,211.5,264
2373,4,1028,2293.62,140
2374,1,62,143.1,201
2375,4,321,1060.56,63
2376,4,594,916.98,35
2377,7,1217,3235.25,40
2378,1,121,133.25,283
2379,5,486,1072.36,9
2380,2,150,356.7,143
2381,2,186,330.03000000000003,11
2382,4,738,1101.11,145
2383,1,70,150.3,234
2384,1,281,598.73,24
2385,1,388,471.4,11
2386,5,1023,2211.21,35
2387,1,73,190.7,364
2388,2,73,218.25,201
2389,1,221,415.25,15
2390,1,28,85.0,212
2391,3,689,1120.88,65
2392,2,215,294.12,212
2393,1,62,162.3,282
2394,2,346,1339.45,114
2395,8,596,1173.12,14
2396,1,472,449.12,66
2397,1,152,154.88,49
2398,4,214,775.96,16
2399,1,120,34.8,77
2400,4,421,1094.59,19
2401,1,178,196.88,134
2402,3,466,946.64,12
2403,1,50,144.36,40
2404,3,199,458.57,51
2405,6,1427,2364.25,10
2406,4,241,528.01,61
2407,2,491,714.42,65
2408,1,47,205.25,24
2409,3,60,253.04,218
2410,2,251,583.75,65
2411,2,271,1086.92,31
2412,6,2050,3279.97,88
2413,1,170,315.06,64
2414,3,244,621.8299999999999,115
2415,1,311,635.6800000000001,5
2416,1,87,270.8,68
2417,1,68,104.9,245
2418,1,138,241.62,133
2419,4,378,1047.11,241
2420,3,220,475.28,183
2421,3,180,345.46,25
2422,3,864,2614.74,9
2423,1,212,246.3,10
2424,5,1612,2328.9700000000003,32
2425,3,534,933.26,26
2426,1,438,351.3,358
2427,1,113,218.75,10
2428,2,731,1612.69,43
2429,3,553,965.61,14
2430,1,581,610.01,149
2431,8,860,2708.61,1
2432,4,873,2207.4,113
2433,3,955,884.14,75
2434,2,332,696.89,107
2435,3,570,1063.95,46
2436,1,290,415.8200000000001,51
2437,3,602,784.58,46
2438,3,430,903.9,50
2439,5,301,515.77,36
2440,4,861,1391.98,78
2441,6,1071,2218.62,22
2442,5,922,1801.14,107
2443,2,603,1303.91,207
2444,4,1271,1945.33,16
2445,5,1856,2100.6,63
2446,4,1357,1905.45,49
2447,1,128,206.98,319
2448,2,202,570.96,44
2449,2,375,885.47,3
2450,1,220,532.94,172
2451,3,963,1654.31,56
2452,2,996,636.14,99
2453,1,415,576.0,37
2454,3,1092,794.64,58
2455,1,465,836.79,254
2456,4,439,954.09,44
2457,1,26,137.37,50
2458,1,189,391.98,64
2459,3,675,1048.49,33
2460,2,396,355.56,58
2461,4,942,1224.06,72
2462,1,27,118.95000000000002,303
2463,1,134,130.73999999999998,46
2464,2,449,389.27,38
2465,2,298,234.88,19
2466,2,48,160.71,186
2467,1,135,110.8,51
2468,5,470,712.24,136
2469,1,308,297.0,18
2470,5,1163,1427.57,15
2471,8,437,965.16,40
2472,4,585,832.88,8
2473,2,19,68.84,25
2474,6,1192,1936.32,22
2475,3,368,895.13,40
2476,1,124,211.89,101
2477,2,175,149.64,277
2478,1,333,351.44,32
2479,2,187,316.25,14
2480,2,368,490.33,1
2481,1,202,329.03000000000003,369
2482,5,260,501.39,312
2483,4,276,516.36,198
2484,2,223,396.48,2
2485,3,111,379.35,92
2486,1,147,181.09,60
2487,1,76,168.31,80
2488,2,206,420.07,156
2489,1,418,511.68,226
2490,2,164,258.25,253
2491,1,94,179.17,149
2492,2,223,208.59,194
2493,5,567,1383.83,1
2494,1,39,56.25,368
2495,1,216,337.28,23
2496,3,379,351.73,16
2497,1,84,164.68,8
2498,7,544,1567.69,19
2499,1,98,191.94,173
2500,2,185,264.62,178
2501,8,752,1502.86,16
2502,1,42,123.1,247
2503,2,153,334.23,190
2504,2,385,525.69,19
2505,4,99,167.5,154
2506,1,162,323.03000000000003,172
2507,1,138,369.5,373
2508,1,122,127.08,372
2509,1,93,207.15,194
2510,1,139,426.63,67
2511,3,885,1107.46,21
2512,2,115,416.86,239
2513,1,73,145.35,64
2514,5,240,404.58,112
2515,1,232,337.44,133
2516,1,50,325.1,276
2517,1,52,181.0,365
2518,1,898,1708.24,82
2519,2,567,955.24,8
2520,2,284,364.72,16
2521,4,719,1744.71,31
2522,2,313,708.22,8
2523,4,391,781.91,33
2524,8,891,1657.28,15
2525,1,211,428.89,31
2526,1,33,104.35,74
2527,2,298,470.76,19
2528,4,434,808.87,17
2529,2,205,397.68,23
2530,3,124,666.1,2
2531,1,116,314.1,303
2532,1,106,307.82000000000005,366
2533,1,243,371.01,84
2534,2,275,427.64,165
2535,2,1016,1054.73,17
2536,1,888,1098.78,77
2537,3,1560,2398.86,88
2538,8,1866,3408.48,24
2539,4,886,1465.12,22
2540,2,1086,1142.42,123
2541,1,268,168.12,30
2542,7,1533,1432.77,12
2543,1,180,156.78,19
2544,2,443,792.11,44
2545,1,17,41.99,3
2546,1,173,414.27,54
2547,6,380,1032.58,88
2548,5,1185,2735.37,29
2549,1,84,101.4,211
2550,3,323,478.78,23
2551,4,366,972.11,22
2552,3,202,392.4,245
2553,3,799,1415.29,35
2554,3,257,631.83,37
2555,3,907,704.55,3
2556,8,602,1465.51,3
2557,1,102,211.88,47
2558,2,190,408.9,39
2559,3,487,851.01,16
2560,1,255,602.63,260
2561,3,358,719.81,46
2562,1,397,251.03,12
2563,1,338,439.66,29
2564,1,243,236.09,43
2565,6,1147,934.62,91
2566,1,283,331.24,309
2567,2,421,547.9,92
2568,3,242,437.7,196
2569,2,716,758.92,87
2570,3,428,855.02,269
2571,3,244,471.78,7
2572,3,684,1313.55,65
2573,3,1584,3166.4,30
2574,5,743,1177.47,22
2575,4,503,773.99,37
2576,4,897,1340.7,119
2577,2,144,256.44,373
2578,1,278,137.9,173
2579,1,282,362.06,54
2580,2,1793,1511.95,32
2581,1,380,783.9,145
2582,1,22,134.8,220
2583,1,345,650.75,45
2584,7,863,2263.12,16
2585,6,641,1453.16,65
2586,4,800,1153.62,9
2587,1,262,335.32,260
2588,1,228,367.14,365
2589,5,935,1521.04,16
2590,2,457,852.15,22
2591,1,180,326.24,44
2592,1,140,584.3199999999999,288
2593,3,864,1352.0,16
2594,2,128,217.16,81
2595,2,908,1317.62,100
2596,1,216,436.18,299
2597,5,636,981.51,23
2598,5,511,1121.39,59
2599,2,154,315.06,154
2600,3,628,817.86,114
2601,4,647,1078.23,11
2602,1,155,320.62,264
2603,1,87,185.05,240
2604,7,613,2005.63,87
2605,3,434,731.9,50
2606,1,757,1290.7,70
2607,3,942,1842.14,42
2608,6,558,1429.64,7
2609,1,122,298.21,61
2610,1,330,336.96,248
2611,1,74,108.38,65
2612,7,1176,3204.1600000000003,17
2613,1,615,842.5,84
2614,2,612,611.88,218
2615,4,574,195.74,143
2616,1,176,161.38,183
2617,1,43,135.75000000000003,170
2618,1,248,612.78,211
2619,1,130,232.21,189
2620,2,240,423.36,8
2621,4,878,1309.14,59
2622,4,1128,684.4200000000001,73
2623,1,170,307.78,51
2624,1,48,249.0,317
2625,1,124,289.35,367
2626,1,323,656.25,39
2627,5,988,1880.22,17
2628,2,371,618.09,21
2629,1,209,517.55,262
2630,3,440,709.38,59
2631,3,330,635.41,18
2632,2,730,725.18,65
2633,1,238,620.4,88
2634,1,422,535.34,249
2635,6,919,2424.94,3
2636,3,427,734.13,157
2637,1,246,375.0,133
2638,2,308,280.52,4
2639,5,1047,2053.02,42
2640,1,642,1829.04,268
2641,5,1073,1824.23,49
2642,3,347,656.69,15
2643,1,236,348.2,281
2644,2,1162,1025.44,65
2645,1,4,37.4,252
2646,2,192,856.6,232
2647,3,433,822.48,17
2648,4,1325,1822.97,8
2649,6,1770,1885.05,50
2650,1,24,73.2,59
2651,5,787,1140.21,95
2652,6,575,1418.32,15
2653,3,651,1009.55,126
2654,4,533,1037.59,94
2655,1,95,331.95,50
2656,1,94,197.9,138
2657,1,99,215.83,60
2658,1,152,305.54,73
2659,1,113,338.71000000000004,67
2660,6,561,1158.79,64
2661,2,260,529.41,16
2662,4,782,981.86,44
2663,2,134,215.48,15
2664,1,88,215.08,40
2665,1,219,314.45,236
2666,1,129,400.681,75
2667,2,516,1068.87,4
2668,4,1286,1863.47,3
2669,1,191,365.27,360
2670,4,262,592.9,58
2671,1,218,384.18,23
2672,4,516,757.63,30
2673,4,272,537.0600000000001,54
2674,1,140,394.38,25
2675,2,333,664.26,44
2676,5,1178,2247.62,88
2677,1,154,547.02,88
2678,2,244,690.34,19
2679,1,48,159.0,78
2680,3,420,1062.75,170
2681,1,104,242.35,80
2682,1,254,914.93,267
2683,2,91,304.25,235
2684,3,714,860.86,36
2685,1,325,773.5500000000001,318
2686,4,1116,1295.3,57
2687,5,493,1096.32,44
2688,3,192,255.12,203
2689,1,90,314.22,225
2690,2,318,1010.6,87
2691,2,365,542.03,189
2692,4,550,990.88,43
2693,3,174,536.6800000000001,71
2694,5,330,867.31,40
2695,1,184,432.2,78
2696,2,228,414.2,56
2697,2,110,409.1,33
2698,2,855,1522.75,211
2699,3,1014,1413.66,23
2700,1,182,114.56,170
2701,1,78,152.94,61
2702,5,950,1800.07,52
2703,2,208,389.44,261
2704,8,1767,2619.91,16
2705,1,581,752.4300000000001,266
2706,1,2,46.95,176
2707,1,311,1035.45,50
2708,4,301,728.54,17
2709,7,398,861.89,73
2710,2,533,667.65,71
2711,1,688,1141.24,353
2712,5,1024,1404.64,2
2713,1,224,411.7,116
2714,1,153,351.75,373
2715,1,336,559.87,196
2716,1,420,810.6000000000001,176
2717,1,114,566.38,100
2718,3,1046,1502.78,21
2719,1,934,2062.06,72
2720,1,114,168.3,339
2721,5,1236,1570.81,5
2722,2,535,812.68,31
2723,1,298,142.5,169
2724,1,191,302.25,121
2725,4,841,1328.55,9
2726,1,206,301.9,268
2727,3,198,598.2,22
2728,1,158,233.22,126
2729,1,256,361.22,138
2730,6,487,632.27,213
2731,2,467,706.57,106
2732,2,394,616.26,17
2733,2,165,274.15000000000003,3
2734,1,75,226.37,330
2735,8,1484,2938.91,64
2736,3,890,1341.65,119
2737,1,199,328.15,35
2738,1,72,404.4,217
2739,2,732,1038.46,172
2740,5,135,373.65,72
2741,2,231,326.75,1
2742,3,270,408.59,128
2743,3,194,594.24,46
2744,3,147,251.91,17
2745,7,797,1582.8,28
2746,1,87,151.05,36
2747,1,94,214.8,157
2748,1,21,94.05,284
2749,1,486,534.31,107
2750,4,1398,1971.87,24
2751,4,157,322.41,75
2752,2,175,328.58,16
2753,1,18,101.1,158
2754,1,288,565.46,44
2755,2,341,847.45,11
2756,7,805,1415.65,32
2757,1,9,53.5,290
2758,4,545,1116.47,21
2759,1,90,153.9,332
2760,2,300,494.44,17
2761,2,150,395.8,63
2762,3,93,211.77,197
2763,3,246,658.88,33
2764,4,1302,2027.5,1
2765,4,418,891.21,9
2766,5,340,709.99,32
2767,1,52,109.36,53
2768,2,279,705.79,11
2769,1,256,327.3,18
2770,2,643,800.67,37
2771,2,251,479.91,2
2772,3,1030,1545.41,18
2773,4,640,1301.91,82
2774,2,158,355.73,33
2775,2,237,466.73,66
2776,2,691,974.96,8
2777,1,1500,676.2,267
2778,3,267,362.95,247
2779,4,1410,2157.4,4
2780,1,1428,1743.15,61
2781,2,467,643.76,74
2782,2,260,584.5,89
2783,3,258,554.86,60
2784,2,205,302.57,28
2785,1,44,94.36,322
2786,4,1241,1367.07,53
2787,1,201,217.89,269
2788,5,1472,1482.06,60
2789,2,758,1705.8,154
2790,2,263,408.02,19
2791,1,172,303.93,94
2792,2,146,293.45,264
2793,1,114,177.5,312
2794,1,157,443.05,70
2795,2,187,167.25,302
2796,1,116,154.35,18
2797,5,1304,2022.98,36
2798,2,131,211.7,19
2799,1,63,135.99,53
2800,1,148,262.2,56
2801,2,27,126.25,21
2802,1,178,200.27,44
2803,3,672,1051.4,26
2804,3,280,631.12,44
2805,6,428,958.71,112
2806,1,230,346.12,24
2807,1,88,133.56,191
2808,1,199,302.7,302
2809,2,156,241.06,263
2810,1,9,284.55,106
2811,1,103,300.85,57
2812,3,442,623.28,213
2813,1,276,287.4,64
2814,1,106,184.26,28
2815,7,760,1511.8,29
2816,5,463,798.35,5
2817,2,173,381.2,67
2818,3,443,609.3,1
2819,4,407,654.67,46
2820,1,111,230.51,33
2821,1,221,255.91,135
2822,1,76,182.99,198
2823,2,367,707.69,197
2824,1,200,311.92,149
2825,1,120,266.97,87
2826,2,3,6.9,44
2827,7,988,1841.18,63
2828,5,1147,2158.18,99
2829,1,140,208.36,218
2830,3,876,811.23,28
2831,1,48,142.92,177
2832,3,16,136.0,73
2833,4,1163,1422.4,21
2834,3,952,1298.66,19
2835,7,785,1595.96,33
2836,1,31,74.9,74
2837,4,260,625.42,23
2838,4,522,752.77,51
2839,1,141,223.95,274
2840,3,196,316.11,164
2841,4,319,544.3,88
2842,7,1415,2494.46,63
2843,3,224,331.0,25
2844,2,102,300.83,10
2845,1,455,769.29,75
2846,1,346,220.62,15
2847,1,44,139.35,192
2848,2,199,389.3,173
2849,1,235,363.65,77
2850,3,728,498.8,33
2851,1,478,731.5,46
2852,4,1164,1351.63,79
2853,1,675,826.53,296
2854,3,328,648.26,3
2855,3,1111,1599.52,8
2856,6,1396,2965.69,49
2857,2,45,100.97,161
2858,2,127,365.45,360
2859,6,123,400.86,4
2860,4,569,1431.93,106
2861,1,510,465.88,25
2862,1,576,777.6,31
2863,2,42,90.3,19
2864,1,64,363.7,296
2865,1,92,248.1,372
2866,3,405,918.33,21
2867,4,407,874.59,4
2868,5,826,1624.14,52
2869,1,58,101.7,30
2870,1,96,162.7,277
2871,2,327,484.32,61
2872,2,54,215.08,25
2873,3,558,1046.57,186
2874,1,106,290.36,171
2875,1,106,228.06,81
2876,1,171,244.41,3
2877,1,198,455.25,190
2878,7,915,1244.59,22
2879,3,611,1082.81,19
2880,1,356,593.75,5
2881,1,250,548.12,110
2882,4,477,1388.81,2
2883,1,46,119.62,53
2884,1,78,339.3,164
2885,2,549,787.15,290
2886,5,1540,2298.97,108
2887,3,970,922.12,95
2888,2,219,379.73,242
2889,3,402,837.1,42
2890,2,175,285.89,35
2891,7,1890,3313.79,66
2892,2,111,281.85,24
2893,2,500,841.41,26
2894,2,244,511.12,5
2895,1,486,1077.74,53
2896,1,46,173.7,364
2897,5,362,614.66,15
2898,2,996,865.6,194
2899,1,93,124.2,3
2900,3,1239,1421.69,26
2901,3,532,1009.6,127
2902,2,360,663.61,84
2903,1,416,451.44,71
2904,1,134,105.84,182
2905,1,164,313.62,113
2906,1,111,233.45,373
2907,2,646,936.08,80
2908,1,95,463.95,248
2909,1,71,225.15,232
2910,3,368,459.24,71
2911,1,41,213.5,68
2912,3,116,330.03,50
2913,1,64,181.09,75
2914,1,335,360.16,61
2915,2,97,250.15,15
2916,1,184,90.04,4
2917,1,73,145.04999999999998,285
2918,6,1145,813.52,4
2919,1,133,242.7,40
2920,1,336,528.08,36
2921,2,480,482.47,74
2922,1,66,75.66,219
2923,1,47,129.49,186
2924,4,506,1187.66,32
2925,1,293,618.59,70
2926,1,223,506.19,182
2927,2,370,500.42,15
2928,1,91,151.85,235
2929,5,1363,2647.59,31
2930,1,133,226.21,263
2931,2,88,178.96,3
2932,4,302,813.48,51
2933,1,39,129.45,245
2934,2,488,810.5699999999999,80
2935,1,164,333.08,274
2936,1,162,322.8,79
2937,5,1205,2188.05,29
2938,2,489,408.63,73
2939,6,1137,2868.1,17
2940,2,82,217.9,222
2941,4,927,1154.47,32
2942,3,510,1257.51,31
2943,1,256,231.1,105
